10.145677	nan	0.000000	8.646739	7.446256	0.000000	0.000000	6.655352	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	0.000000	nan	0.000000	nan	4.000000	nan	0.000000	3.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.000000	nan	0.000000	8.000000	7.000000	10.000000	6.000000	6.000000	0.000000	4.000000	0.000000	0.000000	3.500154	0.000000	0.000000	0.000000	3.000000	3.000000	nan	4.000000	3.000000	0.000000	3.500154	nan	0.000000	nan	4.000000	nan	3.500154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	nan	3.000000	4.000000	nan	nan	nan	nan	5.250466	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	4.000000	7.623184	0.000000	0.000000	nan	nan	nan	0.000000	7.798674	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.861707	nan	0.000000	0.000000	8.862947	0.000000	0.000000	0.000000	5.000000	5.000000	5.333243	3.807355	4.500154	0.000000	5.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	4.500154	nan	7.000000	nan	0.000000	nan	0.000000	0.000000	3.000000	0.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	1.980680	0.000000	0.000000	nan	nan	nan	0.000000	0.764657	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.999000	10.000000	nan	11.000000	6.405992	nan	4.000000	nan	4.000000	nan	nan	2.000000	nan	5.000000	nan	0.000000	nan	nan	nan	nan	0.000000	nan	4.045804	0.000000	0.000000	nan	0.000000	0.000000	nan	0.000000	0.000000	4.000000	2.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.227850	nan	2.415037	0.000000	nan	nan	2.415037	3.415037	nan	0.000000	nan	3.192645	5.076375	3.000000	4.415037	3.444261	nan	nan	4.000000	4.000000	3.207535	5.415037	nan	nan	nan	2.415037	4.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	0.000000
10.000000	nan	0.000000	9.000000	7.584963	0.000000	7.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	0.000000	nan	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	2.321316	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.999000	nan	0.000000	9.000000	0.000000	0.000000	6.000000	6.510962	5.000000	5.000000	5.333243	4.584963	4.500154	0.000000	5.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	4.500154	nan	7.000000	nan	0.000000	nan	0.000000	0.000000	3.000000	4.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.791814	nan	0.000000	8.501439	7.498251	0.000000	6.070389	6.201634	5.000000	5.000000	0.000000	3.321928	4.500154	5.000000	5.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	4.500154	nan	7.000000	nan	4.000000	nan	0.000000	0.000000	3.000000	4.000000	0.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.793116	nan	0.000000	9.000000	0.000000	0.000000	6.510962	6.201634	5.000000	5.000000	0.000000	3.000000	4.500154	5.000000	5.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	4.500154	nan	7.000000	nan	4.000000	nan	0.000000	0.000000	3.000000	0.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.000000	nan	0.000000	8.000000	7.000000	0.000000	5.263034	6.201634	5.000000	5.000000	4.333243	0.000000	4.500154	5.000000	5.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	4.500154	nan	7.000000	nan	4.000000	nan	0.000000	0.000000	3.000000	4.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.044394	nan	0.000000	8.292782	6.510962	0.000000	0.000000	5.807355	5.000000	5.000000	4.333243	0.000000	4.500154	0.000000	5.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	4.500154	nan	7.000000	nan	4.000000	nan	4.500154	3.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.499846	nan	0.000000	0.000000	7.797013	0.000000	0.000000	7.153805	5.000000	5.000000	0.000000	0.000000	4.500154	5.000000	5.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	4.500154	nan	7.000000	nan	4.000000	nan	4.500154	0.000000	3.000000	4.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
11.499846	nan	0.000000	9.499846	8.000000	0.000000	7.292782	7.121015	5.000000	0.000000	0.000000	3.807355	4.500154	5.000000	5.000000	3.000000	0.000000	0.000000	nan	0.000000	0.000000	3.000000	4.500154	nan	7.000000	nan	4.000000	nan	0.000000	0.000000	3.000000	4.000000	0.000000	0.000000	5.000000	0.000000	4.000000	0.000000	0.000000	nan	0.000000	0.000000	nan	nan	nan	nan	0.000000	nan	nan	0.000000	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.000000	11.999000	nan	0.000000	11.000000	nan	9.000000	nan	4.000000	nan	0.000000	0.000000	nan	5.000000	nan	0.000000	nan	nan	nan	nan	0.000000	0.000000	4.045804	0.000000	0.000000	nan	0.000000	0.000000	nan	0.000000	0.000000	4.000000	2.000000	0.000000	0.000000	0.000000	3.000000	2.000000	0.000000	nan	0.000000	0.000000	nan	5.227850	nan	nan	0.000000	nan	nan	2.415037	0.000000	nan	0.000000	nan	0.000000	0.000000	0.000000	0.000000	0.000000	nan	nan	0.000000	0.000000	0.000000	0.000000	nan	nan	nan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	nan	0.000000	0.000000	0.000000	0.000000
