0.688728	-0.212720	0.498783	0.836527	0.753066	-0.212667	0.942724	-0.452367	-0.077101	0.628103	0.668329	0.612123	0.078037	0.061663	-0.080118	0.206314	0.286749	0.520625	0.018280	-0.116924	0.070972	-0.094749	0.174303	-0.031218	0.566826	0.373123	0.188858	0.540935	0.289398	-0.073086	0.255052	0.488049	0.000815	0.586743	0.316733	0.335506	0.036646	0.208774	0.593726	0.531564	0.179593	0.694768	0.617762	-0.040676	0.067808	0.032745	0.701679	0.272815	0.242996	0.044602
-0.045011	0.110242	-0.219114	-0.007928	-0.126895	0.312428	0.205479	0.228858	-0.052438	0.152407	-0.124602	-0.134936	0.142815	-0.452192	-0.526221	0.003796	0.104362	0.249823	0.216620	0.056263	0.156347	-0.052894	-0.022956	-0.337357	0.698501	-0.161728	-0.441653	0.558558	-0.206270	-0.177612	0.192632	-0.401650	-0.567428	-0.200878	-0.201951	-0.002769	-0.304167	-0.135100	-0.030054	-0.029399	-0.231804	-0.004617	-0.483945	-0.056103	-0.324140	-0.152420	-0.259235	-0.152041	-0.487165	-0.600970
-0.738929	-0.109915	-0.584726	0.184901	-0.124804	-0.182223	0.106920	-0.280529	-0.171074	-0.379498	-0.440691	-0.346389	0.520410	-0.245786	-0.101673	-0.029700	-0.289658	0.006527	-0.169576	-0.355800	-0.085849	-0.117874	-0.284462	-0.183477	-0.526634	-0.149360	-0.285182	-0.464429	-0.434753	-0.672050	0.099290	-0.081124	0.053816	-0.154154	-0.227913	-0.046420	0.090462	-0.238265	-0.587547	-0.948711	-0.278944	-0.178492	-0.109231	-0.030136	-0.276224	-0.201895	-0.222567	-0.254338	-0.180418	-0.168924
0.245575	-0.073991	-0.317213	-0.238237	-0.234355	-0.455127	-0.326878	-0.493662	-0.123100	-0.380940	-0.276025	-0.004638	-0.523958	-0.003169	-0.278308	-0.173673	-0.076218	-0.187791	-0.282026	-0.272818	-0.189067	0.065953	-0.170556	-0.096963	-0.273798	0.070032	-0.248478	-0.213817	-0.804595	-0.187839	0.106822	0.049958	0.285872	0.174486	0.065479	-0.098166	0.180731	-0.145039	0.062678	-0.119733	0.353774	0.285639	0.233876	0.088700	-0.025839	-0.322532	0.433586	0.323603	0.360877	0.236961
0.239510	0.090418	0.283365	0.047755	0.235801	0.068309	0.172370	-0.216095	-0.247166	0.167056	0.130397	0.084706	0.424698	0.063089	-0.170065	0.305687	0.408754	0.178999	0.008065	0.171140	0.274118	-0.080850	0.129839	0.089432	0.650487	0.589338	-0.007473	0.585618	0.484521	-0.126335	0.335944	0.372001	0.111662	0.437801	0.289657	0.194117	0.206428	0.202369	0.454523	0.334889	0.237784	0.439557	-0.006479	-0.157518	0.112938	0.063090	0.761268	0.321644	0.199316	-0.023753
-0.869971	0.399930	-0.366042	-0.624458	-0.251202	-0.154926	-0.561274	-0.275186	0.059304	-0.471087	-0.657040	-0.444638	-0.154059	-0.049150	-0.107885	0.474658	0.336089	0.198401	-0.084399	0.156360	0.163495	0.076564	0.363888	0.173038	0.649612	-0.065485	0.122768	-0.142856	-0.341319	-0.104591	-0.001144	0.333380	0.125310	-0.009538	0.130959	-0.094283	0.392678	-0.249102	0.055782	0.216360	0.575654	0.040567	-0.248149	0.101134	0.468096	0.176674	0.238402	0.334943	0.359518	0.457162
0.572017	0.340113	0.029873	0.578126	0.197955	0.142759	0.919904	0.036152	0.486209	0.391493	0.131368	0.504097	0.130407	0.064844	0.117770	0.264091	0.803816	0.336612	0.271010	0.186016	0.363608	0.469316	1.388192	0.501662	0.883761	0.429317	-0.096682	1.295343	0.742912	-0.041956	0.859321	0.347142	-0.077513	0.605231	0.280349	0.353208	0.417060	1.076413	0.266951	0.059226	0.052258	0.607901	0.144501	-0.005978	-0.008045	0.235935	0.432677	0.137041	0.307290	-0.397008
-0.268840	0.055739	-0.395090	-0.028300	-0.205342	0.097813	0.023466	0.070807	0.583128	-0.174467	-0.663669	-0.168274	0.415319	0.134576	-0.049168	0.259884	0.688356	0.394695	0.055340	0.084996	0.190211	-0.006746	0.185155	0.043627	0.697960	0.527257	0.098376	0.762642	-0.663828	-0.046467	0.356718	0.221638	0.168942	0.553268	0.415643	0.278364	0.219857	0.350744	0.595680	0.326667	0.167470	0.728633	0.314193	-0.145255	0.007313	0.065286	0.367271	0.222878	0.262801	-0.130599
0.469423	0.233411	0.418191	0.640645	0.589923	0.196333	1.159427	0.053868	0.457143	0.556191	0.501185	0.834513	0.473418	-0.015718	-0.013347	0.319055	0.697028	0.683435	0.230245	0.058368	0.238530	-0.073361	0.338886	0.338450	0.807513	0.550420	0.186807	0.620021	0.046750	0.073073	0.543418	0.383500	0.206161	0.631505	0.504482	0.420021	0.305639	0.358202	0.677648	0.213942	0.255668	0.906470	0.636472	0.009617	0.158082	-0.206306	0.753817	0.358834	0.363250	-0.090398
-0.623860	-0.438771	-0.388759	-0.182001	-0.294134	-0.167775	0.064051	-0.573183	-0.479844	-0.373068	-0.216105	-0.130624	-1.324090	-0.556066	-0.908057	-0.427600	-0.566216	-0.211056	-0.173965	-0.311546	-0.279305	-0.179183	0.269398	-0.896758	-0.540313	-0.949397	-0.617132	-0.311650	-0.600754	-0.325453	-0.395238	-0.718069	-0.355682	-0.818665	-0.488172	-0.601034	-1.010818	-1.078947	-1.254248	-1.143096	-1.453067	-0.521849	-0.766912	-0.032689	-0.183648	-0.116656	-0.481913	-0.209040	0.412279	0.045084
0.273272	-0.189674	-0.069437	0.016151	-0.004316	-0.095868	0.357214	-0.227006	0.022153	0.044795	-0.086567	-0.303402	0.183648	-0.468012	-0.999712	0.213095	-0.166777	0.324715	-0.025391	-0.075115	0.089118	-0.005543	0.062287	-0.171452	0.508958	-0.111872	-0.495226	0.634397	-0.182257	-0.151955	0.330636	-0.102727	-0.293817	0.122809	-0.115503	0.135074	0.031466	-0.176511	0.007928	-0.087149	-0.368389	0.414826	-0.099001	-0.050861	0.062250	0.053026	0.324012	0.152519	0.105087	-0.232312
-0.584911	0.268650	0.169858	0.300058	0.239176	0.157182	0.502872	-1.335936	0.336760	0.518036	1.147735	0.350739	0.136081	0.118345	0.447873	0.477710	-0.814435	-0.035490	-0.708015	-0.999290	-0.685050	0.693109	-0.465389	0.237265	-0.750592	0.898719	0.320501	0.159900	-0.861882	-0.355043	-0.677718	0.473099	0.475007	-0.504866	0.218276	0.352753	-1.359763	-0.762645	0.255089	-0.011559	0.532427	-0.299824	-0.429666	-0.059543	0.016708	-0.557391	0.174270	-0.207723	0.133249	0.466036
-0.703093	0.176353	-0.266138	-0.190714	-0.446608	-0.081503	-0.057774	-0.137768	0.424654	-0.179160	0.035526	0.117922	0.054784	-0.135849	0.231085	0.515684	0.176047	0.359322	-0.095210	-0.009200	-0.298002	0.318112	0.186561	0.149491	-0.177878	0.896715	0.149540	0.193012	-0.691247	-0.398832	0.373179	0.514189	0.380031	0.113917	0.284976	0.807487	-0.493900	-0.291399	0.551829	0.227346	0.610324	0.106859	0.071560	0.469197	0.477411	0.316670	0.573486	0.118915	0.311563	0.371248
-1.218833	-0.526325	-0.827939	-0.542369	-0.454023	-0.049967	-0.168322	-0.688379	-0.043647	-0.332969	-0.460207	-0.810750	0.484333	-1.614671	-1.129659	-0.755808	-1.052408	-0.485584	-0.362203	-0.715066	-0.269937	-0.351094	-1.084981	-0.834854	-0.954731	-1.127911	-1.201115	-0.629051	-1.492046	-0.393879	-1.626829	-2.312071	-1.277238	-0.376127	-1.019171	-1.202560	-1.747232	-1.649148	-0.845861	-1.008278	-0.604471	-1.348461	-1.471787	-1.925801	-1.661316	-1.324256	-0.038401	-1.099671	-1.287689	-1.088063
-0.188123	0.691098	-0.013020	0.041877	-1.453191	0.355308	0.417613	-1.430627	0.551552	0.139764	0.974197	0.652676	-0.401996	-0.449263	0.719739	0.957966	-0.454289	0.263481	-0.245145	-0.830043	-0.459271	0.801793	0.100488	0.353708	-0.359621	0.707235	0.504034	0.131369	-0.306183	-0.206875	0.287495	0.918694	0.833662	-0.778292	0.203033	0.673290	-1.009425	-1.020331	0.165642	0.247271	0.827778	-0.360973	-0.259943	-0.016911	0.465852	0.062863	0.394251	0.080328	0.399030	0.064730
-1.055317	0.356723	-0.300682	-0.883902	-0.752403	-0.062601	-0.522668	-0.279330	-0.197314	-1.329568	-0.781843	-0.521670	0.785712	0.491828	0.204585	0.200245	0.183542	0.098460	0.372803	0.385883	0.802686	0.327066	0.415289	0.532932	0.234254	1.143719	-0.337990	0.295585	-0.014849	-0.049729	-0.062665	-0.139801	0.050287	0.685562	-0.079053	0.242768	-0.418107	0.675587	0.204411	0.311134	0.092874	0.465240	0.441289	0.321998	0.014496	0.069218	0.313953	0.373115	-0.075456	0.091475
-0.792618	0.144395	-0.345928	-0.327036	-0.465665	-0.630120	-0.205840	-0.731251	-0.723585	-0.045221	-0.436585	-0.477841	-0.555934	-0.149113	-0.954633	-0.760881	-0.275504	0.030456	0.336676	-0.047947	0.109055	0.293937	-0.147864	-0.334156	-0.427959	0.003120	-0.802589	-0.388332	-0.265740	-0.097760	-0.400326	-0.458931	-1.107670	-0.182154	-0.435017	-0.137922	0.000094	-0.363831	-0.825364	-1.036741	-1.446854	-0.575220	-0.631206	-0.234389	0.045286	0.141090	-0.254551	-0.026122	0.250711	-0.125824
-1.060754	0.225811	0.372037	0.357702	-0.679645	0.200198	0.481205	-1.733681	0.266400	0.449656	1.103912	0.600518	-0.135219	0.426034	0.612896	0.286187	-0.467275	-0.522473	-0.221885	-1.251682	-0.718883	0.662683	-0.319034	0.234207	-0.864617	0.856101	0.661631	-0.328028	-0.043668	-0.315127	0.345932	0.976701	1.018815	-0.594182	0.460087	0.724323	-0.839179	-1.135639	0.711322	-0.133648	0.503386	-0.684493	-0.561316	0.361603	0.453269	-0.093525	0.178248	0.031813	0.535286	0.742413
